id,gap,magnitude,significance,depth,distance,latitude,longitude,name,hour
ak13840278,0,1.9,56,12.3,0,51.4839,-178.1267,Alaska,10
ak13875681,305.9999755,1.9,56,14.6,0,51.3891,-175.7178,Alaska,15
ak13840597,0,1.9,56,17,0,64.9415,-149.2969,Alaska,21
ak13840611,0,1.9,56,20.6,0,60.0119,-149.8933,Alaska,21
nc71015552,158,1.9,56,16.38,0.1406,39.3383333,-122.7813333,California,2
ak13841225,0,1.9,56,30.9,0,61.037,-149.1244,Alaska,10
ak13841527,0,1.9,56,1.6,0,63.928,-148.9664,Alaska,14
ak13841663,0,1.9,56,5.6,0,57.0545,-154.0047,Alaska,16
nn00555988,89.31,1.9,56,7.3,0.439,37.1987,-114.565,Nevada,20
ak13841998,0,1.9,56,21.4,0,51.2815,-179.978,Alaska,11
pr16226013,291.6,1.9,56,13,0.2703929,17.8505,-66.7885,Puerto Rico,16
nc72676926,74,1.9,56,7.41,0.03411,36.2478333,-120.8163333,California,21
ak13842679,0,1.9,56,5,0,57.2792,-157.4136,Alaska,4
ak13842839,0,1.9,56,140,0,63.8129,-149.2656,Alaska,5
ci37445879,135,1.9,56,10.09,0.02397,32.7813333,-115.4486667,California,10
pr16228000,320.4,1.9,56,34,0.66295668,18.9734,-65.2415,Puerto Rico,22
ak13844342,0,1.9,56,20,0,60.9238,-147.3246,Alaska,23
nc72677781,44,1.9,56,8.1,0.1406,39.1781667,-123.0583333,California,13
ak13846497,0,1.9,56,100,0,61.793,-151.6962,Alaska,14
nn00556381,72.94,1.9,56,10.5,0.295,38.81,-118.8202,Nevada,21
ak13846648,0,1.9,56,100,0,62.7657,-151.1746,Alaska,5
ak13846669,0,1.9,56,50,0,61.1192,-149.8697,Alaska,8
ak13846867,0,1.9,56,80,0,59.539,-152.8683,Alaska,15
pr16230001,194.4,1.9,56,15,0.12576414,18.2896,-67.1439,Puerto Rico,0
ak13847120,0,1.9,56,25,0,61.7494,-149.5775,Alaska,4
ak13847164,0,1.9,56,5,0,63.781,-147.6255,Alaska,7
ak13847504,0,1.9,56,80,0,62.9477,-149.9584,Alaska,13
ak13852849,0,1.9,56,70,0,61.1854,-150.8562,Alaska,7
ak13853948,0,1.9,56,100,0,62.5391,-151.548,Alaska,12
nc72681021,123,1.9,56,4.36,0.03849,36.5428352,-121.0213318,California,4
ak13858739,0,1.9,56,15,0,61.654,-146.4189,Alaska,12
ak13859105,0,1.9,56,5,0,69.6423,-144.8114,Alaska,12
nn00556875,102.16,1.9,56,5.1,0.338,37.3166,-114.6418,Nevada,13
ak13861510,0,1.9,56,100,0,60.0792,-152.7598,Alaska,22
ak13865082,0,1.9,56,15,0,61.3828,-147.3996,Alaska,14
ak13866724,0,1.9,56,5,0,61.0424,-148.5543,Alaska,2
nn00557078,84.99,1.9,56,11.5,0.109,39.6088,-119.4361,Nevada,3
pr16235005,180,1.9,56,33,0.08983153,18.3164,-65.9381,Puerto Rico,12
nc72683911,96,1.9,56,12.95,0.2569,39.3356667,-122.713501,California,9
ak13873712,0,1.9,56,5,0,60.1071,-141.4657,Alaska,10
ak13876191,0,1.9,56,30,0,61.6731,-147.2604,Alaska,18
ak13876729,0,1.9,56,92.3,0,60.1176,-152.6894,Alaska,3
pr16237003,259.2,1.9,56,11,0.22098556,17.8939,-65.6474,Puerto Rico,5
ak13878784,0,1.9,56,5,0,61.1648,-146.8893,Alaska,13
nc72685036,117,1.9,56,7.39,0.07379,37.4643326,-118.8096695,California,14
ak13879050,0,1.9,56,20,0,57.0406,-158.0128,Alaska,19
ak13879186,0,1.9,56,5,0,60.2212,-141.2704,Alaska,23
ci37641776,92,1.89,55,26.12,0.2885,35.5403333,-119.3643333,California,13
ci37643656,65,1.89,55,14.08,0.06523,34.2195,-118.7893333,California,14
ci37643952,20,1.89,55,12.42,0.05285,33.6311667,-116.7193333,California,20
nc72670136,150,1.89,55,-1.52,0.1811,39.2253333,-120.4878333,California,14
hv61366626,296,1.89,55,0.49,0.01436,19.4093342,-155.3001709,Hawaii,4
nc72672755,39,1.89,55,9.46,0.1413,39.3086667,-122.7855,California,1
hv61370581,126,1.89,55,31.231,0.05172,19.8381667,-155.3576667,Hawaii,20
hv61370931,103,1.89,55,38,0.04526,19.2158337,-155.4654999,Hawaii,2
hv61373726,112,1.89,55,38.31,0.05244,19.2128334,-155.4579926,Hawaii,13
nc72679231,156,1.89,55,7.63,0.07153,36.2776667,-120.8461667,California,21
hv61378346,95,1.89,55,38.4,0.04031,19.2185001,-155.4701691,Hawaii,2
nm60152891,48,1.88,54,11.98,0.04105,36.1005,-89.426,Tennessee,19
nc72667181,167,1.88,54,13.44,0.188,37.2006667,-118.4,California,20
nc72668955,57,1.88,54,11.11,0.1367,38.506,-122.4358333,California,13
ismpkansas70200668,102,1.88,54,4.89,0.06507,37.0555,-97.5393333,Kansas,19
nc71015437,65,1.88,54,11.89,0.1395,39.3213333,-122.7828333,California,23
hv61369866,231,1.88,54,44.259,0.08593,19.2008333,-155.3151667,Hawaii,3
nc72672910,41,1.88,54,10.04,0.1437,39.3165,-122.7885,California,5
nc72673100,44,1.88,54,6.75,0.162,39.3341667,-122.8101667,California,9
nc72676166,88,1.88,54,1.78,0.3044,40.2015,-121.1173333,California,16
hv61373556,95,1.88,54,42.516,0.02886,19.461,-155.0148333,Hawaii,10
nc72677626,123,1.88,54,5.19,0.04776,37.4858333,-118.7816667,California,7
uw61181037,208,1.88,54,0.07,0.2523,46.5378333,-121.6128333,Washington,21
ci37670776,29,1.88,54,6.07,0.03762,33.4858333,-116.4216667,California,15
uw61172487,125,1.87,54,-0.15,0.06464,48.0113333,-119.8786667,Washington,19
uu60157122,58,1.87,54,10.7,0.07789,39.4856667,-111.7176667,Utah,19
ci37642840,69,1.87,54,3.18,0.01985,33.1921667,-115.6436667,California,14
nc72670376,115,1.87,54,8.6,0.2004,38.9543333,-122.2048333,California,4
nc72669820,46,1.87,54,2.22,0.04092,37.4128333,-121.7573333,California,5
nc72672335,96,1.87,54,19.08,0.008785,40.217,-122.128,California,2
nc72672475,102,1.87,54,12.08,0.109,38.8853333,-122.1815,California,11
hv61373596,213,1.87,54,36.54,0.0383,19.190834,-155.4779968,Hawaii,11
nc72678236,43,1.87,54,4.01,0.009313,36.6628333,-121.284,California,7
nc72678621,77,1.87,54,0.78,0.01395,38.8461667,-122.8505,California,23
ci37667096,25,1.87,54,15.75,0.03743,33.7061667,-116.7586667,California,3
hv61387796,112,1.87,54,2.51,0.006418,19.3781662,-155.2358398,Hawaii,21
uu60156992,74,1.86,53,5.98,0.07968,44.5706667,-110.7598333,Wyoming,9
ci37646384,32,1.86,53,12.85,0.0511,33.874,-117.1038333,California,2
nc72669880,145,1.86,53,12.33,0.07856,40.1558333,-120.209,California,11
hv61363421,117,1.86,53,39.373,0.05482,19.2095,-155.451,Hawaii,23
hv61363701,97,1.86,53,38.617,0.04743,19.2026667,-155.4688333,Hawaii,4
nc72670990,55,1.86,53,3.29,0.003926,38.7913333,-122.7998333,California,15
uw61191481,72,1.86,53,8.25,0.03168,43.5281667,-121.7046667,Oregon,10
nc72672645,148,1.86,53,10.77,0.1553,39.3396667,-122.8003333,California,23
ci37449327,64,1.86,53,11.92,0.08578,32.8315,-115.62,California,3
ci37666360,16,1.86,53,15.49,0.03829,33.7086667,-116.76,California,14
nc72667316,101,1.85,53,0.56,0.169,40.0425,-121.3488333,California,1
ci37642880,69,1.85,53,3.48,0.01975,33.1876667,-115.6455,California,14
ci37644120,55,1.85,53,10.76,0.03443,33.0665,-115.5583333,California,3
ci37645120,62,1.85,53,-0.57,0.03329,33.8226667,-117.4845,California,14
nc72672825,45,1.85,53,7.87,0.1647,39.3416667,-122.8121667,California,2
nc72673070,66,1.85,53,7.26,0.2173,41.0481667,-121.9938333,California,8
ismpkansas70201053,158,1.85,53,6.51,0.0304,37.2896667,-97.6086667,Kansas,12
hv61373111,131,1.85,53,2.98,0.0285,19.3098333,-155.2228333,Hawaii,23
nc72677636,42,1.85,53,3.24,0.006413,38.8175,-122.8133333,California,8
ci37665648,40,1.85,53,4.71,0.04762,33.39,-116.8995,California,16
ci37671304,131,1.85,53,2.38,0.1431,33.5868333,-118.3761667,California,6
nc72666971,62,1.84,52,4.84,0.06195,36.7,-121.3381667,California,6
nc72667096,215,1.84,52,1.44,0.1657,35.7406667,-121.438,California,15
hv61359461,114,1.84,52,2.356,0.003173,19.3876667,-155.2488333,Hawaii,17
nc72669435,193,1.84,52,12.07,0.05666,40.1376667,-120.2275,California,8
nc72671360,51,1.84,52,-1.04,0.1832,39.5308333,-122.8908333,California,16
nc72671695,96,1.84,52,20.49,0.09518,35.9918333,-120.0288333,California,9
nc72672490,84,1.84,52,2.63,0.1498,38.9171667,-122.2168333,California,12
nc72672635,56,1.84,52,13.23,0.1487,39.3313333,-122.7933333,California,23
ci37442327,94,1.84,52,2.25,0.2202,36.1856667,-118.1136667,California,13
hv61372026,220,1.84,52,34.5,0.08085,19.1700001,-155.4763336,Hawaii,1
ci37444839,34,1.84,52,6.3,0.1421,33.0345,-116.4228333,California,8
hv61380921,146,1.84,52,34.24,0.01294,19.2245007,-155.3970032,Hawaii,9
uu60159027,54,1.84,52,11.99,0.2781,39.5853333,-111.1715,Utah,5
hv61388071,185,1.84,52,3.23,0.03389,19.4133339,-155.223999,Hawaii,22
hv61354386,289,1.83,52,11.266,0.5525,18.7893333,-154.8673333,Hawaii,4
nc72669561,73,1.83,52,2.23,0.003626,38.8068333,-122.8253333,California,20
nc72669370,199,1.83,52,5.87,0.09383,35.7806667,-121.3461667,California,6
nc72670125,84,1.83,52,4.57,0.02701,37.5831667,-118.862,California,1
nc72673390,78,1.83,52,4.17,0.04276,39.8445,-123.5111667,California,22
nc72676006,47,1.83,52,4.66,0.06828,35.2278333,-120.4951667,California,9
ci37447479,34,1.83,52,2.4,0.1444,33.2691667,-116.1076667,California,11
ci37381861,111,1.83,52,5.01,0.01462,33.1636667,-115.6215,California,16
uu60159167,40,1.83,52,0.21,0.2184,39.6958333,-111.9561667,Utah,23
ci37671456,64,1.83,52,3.18,0.09275,35.9883333,-117.9215,California,10
ci37640776,48,1.82,51,6.73,0.1328,33.0133333,-116.3573333,California,9
ci37641144,58,1.82,51,-0.82,0.1042,35.038,-117.6803333,California,19
nc72668771,104,1.82,51,7.32,0.03335,40.4056667,-121.4651667,California,2
nc72669796,28,1.82,51,1.51,0.01531,38.7585,-122.7225,California,3
hv61359271,82,1.82,51,35.697,0.1733,19.6471667,-155.3,Hawaii,12
mb80164199,261,1.82,51,7.48,0.152,43.5161667,-110.4413333,Wyoming,15
nc72670290,225,1.82,51,10.53,0.0574,40.1283333,-120.2206667,California,7
nc72670775,73,1.82,51,1.44,0.004522,38.8071667,-122.801,California,2
nc72672875,44,1.82,51,11.25,0.1372,39.3146667,-122.7801667,California,4
nc72673000,86,1.82,51,5.13,0.01913,37.6275,-118.9395,California,6
nc72676191,71,1.82,51,2.37,0.002756,38.8105,-122.8263333,California,16
ci37447839,63,1.82,51,9.92,0.1339,32.8911667,-116.2041667,California,16
nc72669090,85,1.81,50,7.28,0.02976,37.3041667,-122.088,California,19
uw61191121,112,1.81,51,30.97,0.161,48.1283333,-122.6353333,Washington,10
hv61367956,45,1.81,50,1.78,0.004279,19.4080009,-155.2825012,Hawaii,9
ismpkansas70200808,76,1.81,50,4.67,0.02699,37.1185,-97.8408333,Kansas,10
hv61371076,116,1.81,50,39.183,0.05324,19.208,-155.4516667,Hawaii,10
nc72675536,60,1.81,50,8.45,0.1482,39.3163333,-122.7943333,California,16
ismpkansas70201583,102,1.81,50,3.94,0.04455,37.242,-97.6586667,Kansas,10
uw61180937,99,1.81,50,-0.32,0.168,45.0816667,-123.1135,Oregon,15
nm60156166,68,1.81,50,6.85,0.04621,36.5575,-89.6228333,Missouri,1
nc72684376,75,1.81,50,3.32,0.0724,38.7179985,-122.9240036,California,4
ak13805337,50.39999597,1.8,50,1.3,0.04491576,61.2963,-152.46,Alaska,0
pr16209002,151.2,1.8,50,15,0.04491576,18.0625,-66.5327,Puerto Rico,4
ak13831390,233.9999813,1.8,50,39.3,0.2784777,52.7361,-168.6086,Alaska,11
ak13831411,176.3999859,1.8,50,16.7,0.3584278,55.1878,-159.5203,Alaska,15
ak13831417,226.7999819,1.8,50,25,0.6836179,58.2784,-151.2473,Alaska,16
ak13831423,226.7999819,1.8,50,47,0.2281721,52.7724,-168.6702,Alaska,17
ak13832327,237.599981,1.8,50,24.4,0.7366185,53.2254,-165.8291,Alaska,22
ak13812185,233.9999813,1.8,50,25.6,0.3233935,51.4712,178.8021,Alaska,23
ak13832356,151.1999879,1.8,50,78.4,0.2946474,51.6467,179.9092,Alaska,4
uu60156947,52,1.8,50,2.39,0.2584,39.1273333,-110.8553333,Utah,5
ak13832386,71.99999424,1.8,50,65.8,0.5183279,58.4109,-153.7017,Alaska,9
ak13814523,21.59999827,1.8,50,113.6,0.4868869,63.0549,-150.9262,Alaska,9
ak13832400,226.7999819,1.8,50,18.5,0.9450277,53.8178,-163.2453,Alaska,10
ak13815006,244.7999804,1.8,50,4.3,0.91179,52.7849,-166.8049,Alaska,13
ak13815514,39.59999683,1.8,50,11.6,0.3584278,63.2403,-151.3192,Alaska,17
pr16210013,288,1.8,50,4,0.07006859,17.9785,-67.1771,Puerto Rico,17
ak13832430,251.9999798,1.8,50,40.4,0.5174296,52.5608,-168.3342,Alaska,17
ak13832202,241.1999807,1.8,50,6.5,0.8354332,52.8585,-166.8619,Alaska,1
ak13816044,158.3999873,1.8,50,101.4,0.3629194,51.8243,-179.3942,Alaska,1
ak13816056,32.39999741,1.8,50,130,0.3260884,64.2079,-148.5514,Alaska,2
ak13816063,248.3999801,1.8,50,49.5,0.6710415,53.658,-164.8545,Alaska,3
ak13816535,147.5999882,1.8,50,4.8,0.08354332,60.0676,-140.6684,Alaska,4
ak13816537,46.79999626,1.8,50,53.6,0.2542232,61.0883,-150.7321,Alaska,4
ak13816544,39.59999683,1.8,50,64.5,0.2937491,62.7307,-149.4495,Alaska,4
nn00553702,109.08,1.8,50,5.9,0.367,39.1345,-118.8096,Nevada,5
ak13817080,43.19999654,1.8,50,73.4,0.3835806,60.0367,-151.5331,Alaska,8
ci37642464,72,1.8,50,2.89,0.1964,35.207,-117.2721667,California,8
ak13817084,32.39999741,1.8,50,84.7,0.3296817,60.4268,-152.0762,Alaska,8
ak13832252,172.7999862,1.8,50,69.7,0.5093448,51.536,-179.7503,Alaska,10
ak13818043,57.59999539,1.8,50,108.1,0.09611974,59.739,-153.1472,Alaska,11
ak13818651,161.999987,1.8,50,11,0.7384152,60.0918,-147.8622,Alaska,15
ak13832273,215.9999827,1.8,50,23.5,0.547074,51.225,-178.9564,Alaska,15
ak13818658,86.39999309,1.8,50,4.6,0.06378039,61.3192,-152.468,Alaska,15
ak13832281,151.1999879,1.8,50,12.6,0.7527882,60.0172,-147.9526,Alaska,17
ak13832288,75.59999395,1.8,50,2.4,0.7249404,57.014,-155.2176,Alaska,19
ak13839983,0,1.8,50,55.7,0,51.4149,-179.0627,Alaska,10
ak13839992,0,1.8,50,73.8,0,54.8032,-161.7226,Alaska,12
nc72669276,73,1.8,50,6.17,0.04817,39.8535,-123.5035,California,16
ak13819560,0,1.8,50,14,0,59.2354,-137.2304,Alaska,18
ak13837576,68.39999453,1.8,50,99.7,0.1356456,59.9338,-152.8029,Alaska,20
ak13820525,53.99999568,1.8,50,108.6,0,61.0593,-152.393,Alaska,8
ak13820773,97.19999222,1.8,50,2,0,58.1954,-154.7429,Alaska,10
ak13821483,35.99999712,1.8,50,16.8,0,63.338,-151.1841,Alaska,19
ak13839806,226.7999819,1.8,50,50.1,0,52.7228,-168.8357,Alaska,6
ak13839822,140.3999888,1.8,50,63.9,0,57.4032,-155.1201,Alaska,8
hv61360536,48,1.8,50,1.61,0.004401,19.4076672,-155.2801666,Hawaii,12
ak13840291,71.99999424,1.8,50,76.1,0,59.0243,-153.1615,Alaska,21
ak13825301,115.1999908,1.8,50,0,0,60.1787,-141.263,Alaska,22
ak13826638,111.5999911,1.8,50,62.9,0,59.4361,-152.0848,Alaska,5
ak13827185,43.19999654,1.8,50,86.2,0,61.7258,-151.7188,Alaska,9
hv61361901,120,1.8,50,39.607,0.05476,19.2095,-155.4513333,Hawaii,14
ak13840368,273.5999781,1.8,50,9.4,0,51.32,178.5545,Alaska,14
ak13828257,46.79999626,1.8,50,109,0,60.0792,-153.1792,Alaska,15
ak13840372,100.7999919,1.8,50,54.9,0,57.9265,-153.7655,Alaska,16
nc72669560,175,1.8,50,12.37,0.05736,40.1398333,-120.2281667,California,16
ci37646136,58,1.8,50,-0.82,0.1073,35.0403333,-117.6735,California,19
ak13829079,0,1.8,50,105.9,0,62.0323,-152.0805,Alaska,23
ak13829227,46.79999626,1.8,50,111.5,0,60.6581,-152.6838,Alaska,9
ak13844726,233.9999813,1.8,50,69.3,0,54.0148,-165.1241,Alaska,10
ak13844774,233.9999813,1.8,50,37.4,0,52.7588,-168.2193,Alaska,18
ak13829434,0,1.8,50,5.1,0,50.994,-179.7973,Alaska,19
ak13841710,226.7999819,1.8,50,24.5,0,67.9739,-157.8149,Alaska,0
ak13830444,0,1.8,50,4.5,0,63.3666,-151.4803,Alaska,15
ak13830795,115.1999908,1.8,50,10,0.3808857,61.281,-147.7108,Alaska,20
ci37434951,48,1.8,50,1.68,0.09375,33.7653333,-115.9115,California,1
pr16218004,219.6,1.8,50,26,0.1060012,18.2191,-66.983,Puerto Rico,2
ak13831526,50.39999597,1.8,50,20,0.2398502,66.9371,-146.5288,Alaska,7
ak13831966,71.99999424,1.8,50,5.5,0.6081594,57.7894,-153.7267,Alaska,16
ak13832541,0,1.8,50,9,0,60.401,-144.6398,Alaska,22
nn00554881,120.7,1.8,50,9.1,0.137,41.8799,-119.6394,Oregon,0
pr16219002,230.4,1.8,50,21,0.12666246,18.1075,-67.198,Puerto Rico,2
ak13846775,226.7999819,1.8,50,44,0,53.9661,-164.7264,Alaska,5
mb80164594,115,1.8,50,8.24,0.173,43.5345,-110.3905,Wyoming,8
ak13833285,57.59999539,1.8,50,52.5,0,60.4546,-150.8719,Alaska,9
ak13833676,277.1999778,1.8,50,8.3,0,53.3527,-165.4578,Alaska,14
ak13846815,277.1999778,1.8,50,10.1,0,51.122,-178.2961,Alaska,17
ak13847374,259.1999793,1.8,50,19,0,53.835,-164.3986,Alaska,1
ak13834259,0,1.8,50,14.8,0,66.1989,-149.3848,Alaska,5
ak13847390,57.59999539,1.8,50,104.8,0,59.8348,-152.9431,Alaska,7
nn00555113,43.49,1.8,50,8.5,0.179,38.2656,-118.7323,Nevada,8
ak13847410,259.1999793,1.8,50,49.3,0,51.3745,179.4784,Alaska,13
ak13835176,61.1999951,1.8,50,101.2,0,59.8773,-152.8944,Alaska,15
ak13847417,284.3999772,1.8,50,9.9,0,51.3897,-176.0867,Alaska,15
ak13835334,255.5999796,1.8,50,2,0,51.9713,-174.1974,Alaska,16
ak13847433,244.7999804,1.8,50,60.8,0,51.5377,178.5689,Alaska,18
ak13836014,0,1.8,50,1,0,65.3867,-144.7231,Alaska,0
ak13836193,0,1.8,50,9,0,62.8318,-144.8256,Alaska,5
ak13836206,0,1.8,50,51.5,0,61.1476,-149.5861,Alaska,8
ak13859210,241.1999807,1.8,50,62.6,0,51.3701,-175.8206,Alaska,10
pr16221024,234,1.8,50,19,0.56144705,18.8367,-65.8752,Puerto Rico,12
ak13836806,79.19999366,1.8,50,6.2,0,58.7423,-134.4947,Alaska,15
ak13837334,251.9999798,1.8,50,40.7,0,53.5599,-165.0746,Alaska,19
ak13837669,0,1.8,50,90,0,62.8176,-150.7953,Alaska,20
ak13838143,0,1.8,50,15,0,63.4988,-151.8468,Alaska,7
ak13839156,0,1.8,50,17.7,0,64.9963,-150.6413,Alaska,14
nc72672545,38,1.8,50,8.32,0.1489,39.3228333,-122.7948333,California,17
nc72672630,56,1.8,50,11.6,0.1531,39.332,-122.799,California,23
nc72672670,42,1.8,50,11.14,0.1513,39.3295,-122.797,California,23
ak13839284,205.1999836,1.8,50,5,0.1868496,59.581,-139.0724,Alaska,1
ci37440823,25,1.8,50,15.39,0.05786,34.0048333,-116.8671667,California,9
nn00555624,219,1.8,50,11,0.123,41.8822,-119.6607,Oregon,13
ak13839732,100.7999919,1.8,50,60,0.2173923,62.6206,-148.6874,Alaska,15
ak13839750,46.79999626,1.8,50,70,0.4509543,62.0695,-150.9124,Alaska,17
ak13875660,226.7999819,1.8,50,26.7,0,54.2577,-161.3909,Alaska,9
ak13875670,233.9999813,1.8,50,23.4,0,51.4496,-177.5111,Alaska,11
ak13840572,0,1.8,50,106.5,0,63.1669,-150.5443,Alaska,18
ak13840585,0,1.8,50,12.3,0,53.2531,-165.5596,Alaska,19
ak13840609,0,1.8,50,4.9,0,59.6413,-138.9203,Alaska,21
ak13878433,107.9999914,1.8,50,119.9,0,58.0582,-155.8267,Alaska,22
nc72675836,87,1.8,50,17.25,0.02588,37.979,-121.857,California,0
ak13841142,0,1.8,50,88.6,0,61.9845,-151.1237,Alaska,9
ci37444143,38,1.8,50,-0.5,0.04755,33.8485,-117.4883333,California,15
ak13878493,122.3999902,1.8,50,58.5,0,56.0323,-156.3842,Alaska,15
ak13879112,244.7999804,1.8,50,57.8,0,53.2181,-167.5328,Alaska,2
ak13841917,0,1.8,50,19.8,0,61.6199,-146.4152,Alaska,7
ak13842121,0,1.8,50,108.7,0,61.0415,-152.4121,Alaska,16
ak13879152,61.1999951,1.8,50,103.8,0,59.7906,-153.1006,Alaska,17
nc72677061,98,1.8,50,9.17,0.02989,36.2565,-120.3786667,California,3
pr16227002,316.8,1.8,50,16,0.03323767,17.9498,-67.0145,Puerto Rico,4
nc72677141,91,1.8,50,0.12,0.02851,37.5838333,-119.0135,California,6
uw61179957,147,1.8,50,-1.45,0.07841,44.3698333,-121.009,Oregon,18
ak13846976,0,1.8,50,20,0,60.2926,-148.5874,Alaska,20
ak13847014,0,1.8,50,100,0,59.493,-153.0692,Alaska,21
ak13847160,0,1.8,50,60,0,60.9149,-151.4737,Alaska,6
ak13848612,0,1.8,50,15,0,60.8877,-147.5968,Alaska,3
pr16231011,331.2,1.8,50,4,0.05839049,17.912,-67.0302,Puerto Rico,8
ak13851602,0,1.8,50,120,0,62.9635,-150.6615,Alaska,23
ak13851808,0,1.8,50,30,0,63.1485,-150.6635,Alaska,2
ak13851816,0,1.8,50,15,0,61.8925,-149.9171,Alaska,3
ak13856262,0,1.8,50,120,0,60.3339,-152.5994,Alaska,0
ak13861502,0,1.8,50,20,0,61.6513,-146.3138,Alaska,22
ak13862698,0,1.8,50,5,0,62.8459,-151.0947,Alaska,2
nn00556998,112.96,1.8,50,1.2,0.229,38.3414,-115.8764,Nevada,14
ci37381853,87,1.8,50,4.64,0.02292,33.1595,-115.6326667,California,16
ak13866698,0,1.8,50,10,0,63.2796,-152.4446,Alaska,23
ak13867127,0,1.8,50,5,0,68.2445,-145.0557,Alaska,2
ak13867536,0,1.8,50,5,0,63.0406,-151.653,Alaska,5
ak13867539,0,1.8,50,15,0,60.676,-147.4473,Alaska,5
ak13869206,0,1.8,50,5,0,60.1507,-141.2592,Alaska,10
ak13869213,0,1.8,50,5,0,67.5424,-149.4291,Alaska,10
ak13869639,0,1.8,50,5,0,63.4813,-147.6501,Alaska,14
ak13870915,0,1.8,50,5,0,63.5793,-147.5298,Alaska,19
ak13871869,0,1.8,50,5,0,68.5503,-146.8955,Alaska,21
ak13873223,0,1.8,50,80,0,63.2076,-149.4408,Alaska,3
ak13873689,0,1.8,50,5,0,63.368,-145.0922,Alaska,7
ak13877726,0,1.8,50,20,0,61.0975,-149.1725,Alaska,10
hv61387801,115,1.8,50,2.12,0.006791,19.3846664,-155.2441711,Hawaii,21
hv61388346,55,1.8,50,2.51,0.003547,19.3899994,-155.280838,Hawaii,1
ak13878582,0,1.8,50,5,0,67.1998,-142.9781,Alaska,4
ak13878591,0,1.8,50,60,0,58.5566,-153.2918,Alaska,4
ak13878626,0,1.8,50,100,0,63.5329,-149.5755,Alaska,7
nn00557518,120.12,1.8,50,7.7,0.13,41.8973,-119.6362,Oregon,7
ak13878637,0,1.8,50,5,0,68.7868,-143.521,Alaska,8
ak13878748,0,1.8,50,70,0,60.334,-150.8791,Alaska,13
ak13879086,0,1.8,50,60,0,59.8844,-151.5226,Alaska,21
ci37643184,70,1.79,49,3.62,0.01974,33.191,-115.6441667,California,17
nc72668935,102,1.79,49,1.33,0.07573,37.5141667,-118.8283333,California,13
nc72670725,61,1.79,49,8.68,0.1209,39.4668333,-123.2783333,California,23
hv61368601,122,1.79,49,38.941,0.05349,19.2078333,-155.4495,Hawaii,20
nc72672480,144,1.79,49,-0.48,0.1613,38.9281667,-122.2218333,California,11
uw61192091,65,1.79,51,18.05,0.06253,47.2893333,-122.2888333,Washington,12
nc72673420,81,1.79,49,4.76,0.03648,39.8395,-123.5061667,California,23
hv61372131,117,1.79,49,38.971,0.05535,19.211,-155.449,Hawaii,2
nc72675991,46,1.79,49,9.85,0.1513,39.331,-122.7968333,California,7
ci37443591,55,1.79,49,3.47,0.009618,35.9551667,-117.6581667,California,10
hv61373101,119,1.79,49,38.811,0.05473,19.209,-155.449,Hawaii,23
hv61375951,120,1.79,49,39.133,0.05363,19.2076667,-155.4481667,Hawaii,22
nc72668571,47,1.78,49,1.96,0.05302,37.0268333,-121.1916667,California,22
nm60127092,55,1.78,49,6.93,0.03152,36.267,-89.4713333,Tennessee,23
nc72670146,32,1.78,49,2.07,0.01256,38.81,-122.8131667,California,14
nc72669330,68,1.78,49,1.52,0.03871,36.4063333,-120.9768333,California,2
nc72669460,197,1.78,49,4.67,0.0924,35.7831667,-121.3395,California,9
nc72670150,211,1.78,49,11.09,0.05501,40.1258333,-120.2228333,California,1
uu60157772,95,1.78,49,7.64,0.2858,38.4878333,-113.4951667,Utah,11
nc72673440,41,1.78,49,8.11,0.1585,39.3296667,-122.8063333,California,0
hv61371836,208,1.78,49,25.749,0.1689,19.1015,-155.2905,Hawaii,23
nc72676131,55,1.78,49,9.49,0.1444,39.32,-122.7891667,California,14
ci37444175,150,1.78,49,-0.15,0.0865,33.0586667,-114.9865,California,15
nc72676176,66,1.78,49,11.26,0.1529,39.3326667,-122.7986667,California,16
hv61374301,91,1.78,49,36.957,0.03771,19.1918333,-155.4731667,Hawaii,5
ci37445951,34,1.78,49,10.59,0.0109,32.884,-115.9566667,California,12
uw61194006,108,1.78,49,24.32,0.04585,47.6058333,-122.6146667,Washington,18
uw61179417,222,1.78,49,-0.25,0.02789,45.4735,-124.0131667,Oregon,15
ci37664464,86,1.78,49,2.44,0.08171,35.956,-116.769,California,15
ci37664608,86,1.78,49,3.65,0.01722,33.138,-115.5845,California,21
uu60158907,55,1.78,49,8.11,0.104,41.0625,-112.1048333,Utah,3
hv61382146,41,1.78,49,1.21,0.007427,19.4048328,-155.2830048,Hawaii,7
nc72683511,41,1.78,49,9.1,0.145,39.3123333,-122.7903333,California,22
nc72670576,69,1.77,48,1.83,0.004668,38.834,-122.7738333,California,11
hv61363546,101,1.77,48,35.417,0.02035,19.1756667,-155.4651667,Hawaii,0
nc72672460,88,1.77,48,7.3,0.04253,37.5686667,-119.0143333,California,10
nc72672665,54,1.77,48,9.16,0.1565,39.3341667,-122.803,California,23
nc72673400,40,1.77,48,9.17,0.1452,39.3158333,-122.7905,California,22
nc72675686,66,1.77,48,10.25,0.1542,39.3341667,-122.8,California,21
nc72676391,43,1.77,48,9.6,0.1501,39.3273333,-122.7958333,California,1
nc72676971,56,1.77,48,10.62,0.1537,39.3336667,-122.7995,California,23
ci37445991,53,1.77,48,0.25,0.1948,35.8903333,-118.3573333,California,13
