id,gap,magnitude,significance,depth,distance,latitude,longitude,name,hour
us10006ds7,27,5.6,482,64.69,0.225,51.5396,179.5501,Alaska,12
nc72672610,32,5.09,899,14.45,0.155,39.3293333,-122.8018333,California,22
us10006egr,134,4.8,359,10,1.134,7.7908,-82.0387,Panama,12
us20006trx,106,4.7,340,33.98,0.989,51.9892,175.1682,Alaska,1
us10006ek2,122,4.6,333,21.58,0.297,9.6321,-84.1335,Costa Rica,12
us20006u2u,109,4.6,326,35,1.422,52.0501,177.2868,Alaska,19
us10006bx6,52,4.5,312,17.66,0.571,10.6074,-83.8316,Costa Rica,2
us10006c9f,146,4.5,313,11.01,0.132,8.494,-82.9803,Costa Rica,2
us10006dpm,174,4.5,312,61.65,1.219,52.2427,-171.6494,Alaska,0
nc72670060,174,4.48,779,6.87,0.07481,40.1538333,-120.2131667,California,0
us100068a3,78,4.3,284,47.8,1.98,9.2515,-77.8334,Panama,0
us100068xc,174,4.3,284,6.37,0.953,51.4128,-179.1796,Alaska,1
us10006bzv,148,4.3,284,10,2.539,6.0248,-82.67,Panama,20
us10006drs,178,4.3,284,31.56,0.853,51.9803,-170.0901,Alaska,10
us10006e10,93,4.3,284,137.01,0.904,51.9449,178.1702,Alaska,18
ak13872309,0,4.3,284,26.6,0,50.8732,177.7846,Alaska,22
us100067z6,56,4.2,271,10,1.639,42.9566,40.8998,Georgia,2
ak13853965,0,4.2,275,23.3,0,61.6036,-146.3339,Alaska,13
ak13824636,0,4.1,293,38.2,0,62.049,-149.3909,Alaska,20
ak13840522,0,4.1,264,111.2,0,59.7282,-153.3328,Alaska,14
ak13846870,0,4.1,259,8.1,0,56.9786,-157.8265,Alaska,15
us10006ebk,59,4.1,266,6.075,0,36.2476,-98.4451,Oklahoma,22
us20006u1q,155,4.1,260,28.59,0.431,8.9481,-83.6911,Costa Rica,9
ci37644544,30,4.03,266,3.2,0.03565,32.9583333,-115.7605,California,12
us100068gx,205,4,246,42.98,1.068,52.7785,-166.4747,Alaska,14
us100069yf,196,4,246,34.95,0.851,51.4562,-173.7246,Alaska,20
us10006ckm,42,4,285,5,0.154,35.6771,-97.1894,Oklahoma,7
us10006d79,49,4,264,10.55,0.153,36.6385,-98.0775,Oklahoma,1
us10006eew,20,4,531,1.18,0.074,35.6867,-97.1082,Oklahoma,9
nc72670070,143,3.99,255,5.31,0.3046,40.1506667,-120.2153333,California,0
us100069ry,0,3.9,234,1,0,60.1623,-139.5874,Alaska,11
pr16220001,237.6,3.9,234,101,1.13726715,19.4428,-65.4365,Puerto Rico,22
us10006fgh,209,3.9,234,45.97,0.829,51.3946,-174.4984,Alaska,20
us10006cgg,0,3.9,323,6.6,0,36.211,-97.57,Oklahoma,17
us10006g0b,64,3.9,236,4.51,0.449,36.992,-104.9418,Colorado,12
nc72673090,111,3.84,229,8.04,0.1169,39.9603333,-122.7846667,California,9
ak13817067,201.5999839,3.8,222,72.5,1.385202,51.8256,176.2708,Alaska,7
us10006d4t,210,3.8,222,35.72,1.416,51.2614,-174.2214,Alaska,18
ak13842401,0,3.8,222,17.6,0,51.6085,-174.3213,Alaska,23
ak13877140,0,3.8,222,11.4,0,67.2292,-142.9896,Alaska,7
hv61387321,43,3.76,224,2.969,0.01005,19.3851667,-155.2406667,Hawaii,18
nc72669395,194,3.74,243,8.95,0.05725,40.1411667,-120.2295,California,7
us10006a44,220,3.7,211,10,1.97,53.1525,-161.3268,Alaska,20
us10006cgk,30,3.7,213,6.444,0,36.2137,-97.5688,Oklahoma,17
nc72677741,49,3.62,206,4.4,0.06266,36.7015,-121.338,California,12
us20006i31,129,3.6,199,28.02,0.352,55.1608,-159.3778,Alaska,9
us10006898,37,3.6,213,4.725,0,36.2168,-97.5742,Oklahoma,21
ak13819823,0,3.6,199,75.3,0,60.7586,-151.739,Alaska,21
ak13829911,0,3.6,199,63.6,0,57.8355,-154.8599,Alaska,8
us10006c2m,194,3.6,199,47.45,0.482,51.7989,-175.2099,Alaska,23
us10006cge,0,3.6,200,6.9,0,36.211,-97.575,Oklahoma,17
ci37449175,52,3.54,199,1.68,0.1589,36.3993333,-117.8653333,California,23
nc72682391,76,3.53,206,1.96,0.008494,37.6231667,-118.8928333,California,17
ak13815507,201.5999839,3.5,188,27.1,0.8453147,52.8432,-166.8639,Alaska,16
uw61173722,95,3.5,205,35.24,0.06579,47.1668333,-123.7083333,Washington,14
us10006cse,208,3.5,188,35.08,0.83,51.6199,-173.2757,Alaska,18
pr16216005,241.2,3.5,188,30,0.67373646,19.1399,-66.379,Puerto Rico,9
ak13829589,0,3.5,188,25.7,0,51.2094,-177.7303,Alaska,1
us10006cmu,34,3.5,188,5.246,0,35.6613,-97.1824,Oklahoma,12
ak13841855,0,3.5,188,24.8,0,57.7346,-137.844,Alaska,3
us10006e2j,49,3.5,194,5,0.029,35.6625,-97.1556,Oklahoma,2
us10006ezf,53,3.5,205,2.44,0.317,37.5848,-97.8274,Kansas,6
nc72676601,56,3.49,189,5.4,0.1152,37.4808333,-118.7821667,California,11
hv61387456,86,3.48,188,2.149,0.01002,19.3835,-155.2388333,Hawaii,19
nc72676746,102,3.44,186,5.35,0.04637,37.4846667,-118.7798333,California,15
hv61377861,293,3.43,182,43.585,0.5271,19.2873333,-156.4265,Hawaii,17
nc72675941,49,3.41,191,7.78,0.008619,36.5765,-121.1765,California,5
ak13818727,61.1999951,3.4,178,104.7,0.09522142,59.7232,-153.1053,Alaska,17
us100068rn,223,3.4,178,5.253,0.5,20.8197,-155.7173,Hawaii,9
pr16213000,255.6,3.4,178,33,1.24686161,19.5622,-65.2957,Puerto Rico,21
us10006acu,223,3.4,178,30.39,1.849,53.1832,-161.0028,Alaska,7
ak13829090,158.3999873,3.4,178,9.6,0,55.3625,-158.3999,Alaska,1
ak13829173,0,3.4,179,49.6,0,61.0451,-150.2174,Alaska,7
ak13829251,0,3.4,179,52.7,0,61.0581,-150.1958,Alaska,10
ak13829264,201.5999839,3.4,178,54,0,51.7779,-175.6702,Alaska,10
us10006a79,57,3.4,179,8.274,0,36.4682,-98.7508,Oklahoma,20
ak13832897,0,3.4,182,49.4,0,61.2892,-150.3973,Alaska,4
ak13836564,237.599981,3.4,178,39.5,0,51.8532,174.7562,Alaska,12
ak13846635,0,3.4,178,74.3,0,51.6569,176.7505,Alaska,1
ak13863102,0,3.4,178,99,0,59.5423,-153.0477,Alaska,5
us10006gau,51,3.4,183,5,0.103,36.0798,-96.7672,Oklahoma,6
ci37437039,28,3.39,257,13.76,0.1003,33.1676667,-116.4206667,California,10
nc72669111,18,3.37,181,1.57,0.005555,38.7451667,-122.7158333,California,13
nc72672430,113,3.34,172,4.96,0.08058,36.2965,-120.7951667,California,8
ci37446943,17,3.32,190,11.53,0.08209,33.9803333,-116.7178333,California,17
nc72670265,174,3.31,175,5.15,0.07384,40.1516667,-120.2126667,California,6
nc72676661,103,3.31,169,5.68,0.04631,37.4823333,-118.7795,California,12
us100067t9,248,3.3,168,2.6,0.994,52.7406,-166.6875,Alaska,7
ak13819345,0,3.3,168,1.5,0,52.7821,-166.8001,Alaska,14
pr16216006,234,3.3,168,29,0.64139711,19.1049,-66.3725,Puerto Rico,9
ak13829632,0,3.3,168,57.8,0,51.963,-170.7836,Alaska,2
us10006bwj,50,3.3,168,9.162,0,36.4874,-98.4942,Oklahoma,21
ak13839233,35.99999712,3.3,168,125.6,0.09162816,60.0478,-153.2733,Alaska,23
pr16228001,241.2,3.3,168,27,1.07887666,17.0398,-67.6287,Puerto Rico,1
ak13856603,0,3.3,168,100,0,63.0389,-151.4062,Alaska,3
hv61358276,77,3.24,169,20.972,0.08684,19.8023333,-155.3606667,Hawaii,17
mb80165464,56,3.24,162,9.03,0.212,45.717,-112.1275,Montana,14
nc72667671,107,3.22,164,6.15,0.02379,35.6823333,-121.1245,California,16
ak13806850,197.9999842,3.2,158,31.8,1.143555,54.1201,-161.2719,Alaska,8
pr16213001,288,3.2,158,34,1.25135319,19.5657,-65.3131,Puerto Rico,22
us10006924,223,3.2,158,26.62,0.212,51.2215,179.0698,Alaska,11
us10006d0b,226,3.2,158,26.3,0,51.1288,-178.1359,Alaska,19
us10006abd,49,3.2,158,6.526,0,36.7108,-98.1088,Oklahoma,9
us10006e5k,223,3.2,158,36.24,1.724,52.8175,-163.7891,Alaska,8
pr16219005,205.2,3.2,158,5,0.35034296,17.9769,-65.4117,Puerto Rico,18
pr16221002,208.8,3.2,158,16,0.77524609,19.1051,-66.0436,Puerto Rico,3
us10006cj7,30,3.2,158,6.38,0.134,36.2147,-97.5645,Oklahoma,2
pr16226011,259.2,3.2,158,53,0.93873947,19.4206,-66.561,Puerto Rico,14
us10006dwf,32,3.2,158,1.52,0.188,36.4153,-97.3686,Oklahoma,7
us10006fc2,76,3.2,158,6.03,0.106,36.5307,-98.9055,Oklahoma,22
pr16233004,302.4,3.2,158,54,0.83183995,19.236,-67.4599,Puerto Rico,8
pr16237000,259.2,3.2,158,42,0.82195848,19.1303,-65.9804,Puerto Rico,23
ci37643624,22,3.19,238,11.85,0.02971,33.196,-116.6825,California,13
nc72678441,29,3.19,158,3.62,0.05146,36.6943333,-121.3271667,California,18
nc72671150,250,3.17,155,18.48,0.7629,40.6655,-125.3436667,California,1
nc72669095,44,3.16,281,10.91,0.0712,38.4408333,-122.5056667,California,19
hv61385226,86,3.15,153,3.392,0.006096,19.4088333,-155.6283333,Hawaii,16
ci37667584,54,3.13,151,5.52,0.02611,33.1588333,-115.6375,California,16
us10006bs3,269,3.1,148,25.3,2.056,50.7456,174.994,Alaska,21
pr16210010,255.6,3.1,148,42,1.23608183,19.5503,-65.2685,Puerto Rico,9
us1000690r,59,3.1,158,5.83,0.229,35.0752,-97.572,Oklahoma,13
nn00553959,27.03,3.1,244,6.7,0.05,39.4347,-119.7375,Nevada,15
ak13822428,201.5999839,3.1,148,52.9,0,51.5249,-177.1019,Alaska,2
us100069hp,52,3.1,149,11.11,0.112,36.7634,-98.0793,Oklahoma,13
pr16216002,147.6,3.1,148,129,0.14193381,18.2357,-67.222,Puerto Rico,22
pr16217002,313.2,3.1,148,27,0.82914501,19.2968,-67.0231,Puerto Rico,5
us10006bqq,131,3.1,148,66.97,0.441,55.6209,-159.8656,Alaska,15
ak13832295,0,3.1,148,99.7,0,60.0526,-152.6732,Alaska,20
ak13832762,194.3999844,3.1,148,10,0,53.7954,-163.5029,Alaska,0
ak13838128,0,3.1,148,57.5,0,57.7375,-154.5828,Alaska,7
ak13838741,0,3.1,148,25.2,0,51.713,176.0961,Alaska,11
us10006dr8,22,3.1,148,5.09,0.202,36.8021,-97.6148,Oklahoma,8
us10006e6d,77,3.1,148,6.343,0,36.5139,-97.2135,Oklahoma,13
ak13847255,0,3.1,148,100,0,59.3069,-152.6506,Alaska,10
ak13848213,0,3.1,148,15,0,60.0628,-138.5516,Alaska,0
ak13848587,0,3.1,149,50,0,59.5366,-152.3193,Alaska,2
pr16233003,316.8,3.1,148,46,0.79141577,19.225,-67.3694,Puerto Rico,8
ak13863098,0,3.1,148,20,0,56.5386,-159.1101,Alaska,5
ak13879038,0,3.1,148,5,0,67.1566,-143.1224,Alaska,19
ci37666480,47,3.08,146,4.25,0.03089,35.9896667,-117.9213333,California,19
hv61372936,172,3.07,145,29.56,0.04444,19.2391667,-155.2405,Hawaii,20
nc72677246,103,3.07,145,5.4,0.04829,37.4836667,-118.7821667,California,14
nc72678436,49,3.07,145,4.45,0.0853,36.6945,-121.3365,California,17
ci37435215,50,3.05,176,4.63,0.01389,34.5356667,-119.9645,California,11
hv61372256,72,3.05,143,1.817,0.0665,19.1836667,-155.6401667,Hawaii,5
nc72676566,106,3.03,142,5.97,0.1168,37.479,-118.7826667,California,10
ak13808047,208.7999833,3,138,2.2,2.171228,67.6877,-166.7916,Alaska,11
pr16211002,302.4,3,138,109,1.02228279,19.3344,-65.3324,Puerto Rico,21
pr16211005,194.4,3,138,115,0.15451023,18.4587,-67.2733,Puerto Rico,11
us10006925,201,3,138,41.3,1.018,51.6948,176.9222,Alaska,12
pr16215001,201.6,3,138,63,0.32069856,18.628,-65.3171,Puerto Rico,10
pr16215004,273.6,3,138,4,0.35663117,18.7395,-67.4225,Puerto Rico,19
ak13830967,154.7999876,3,138,177.9,0.0413225,55.7346,-162.0136,Alaska,22
us10006bxi,29,3,139,6.424,0,36.1772,-97.415,Oklahoma,5
us10006fgg,136,3,138,71,0,51.6694,179.0724,Alaska,20
ak13840271,0,3,138,221.2,0,52.2032,-173.3885,Alaska,9
us10006d4x,245,3,138,9.48,2.177,41.6399,-127.0412,Oregon,19
ak13840613,0,3,138,29.8,0,51.3055,177.8094,Alaska,21
pr16225001,320.4,3,138,43,0.86687425,19.2924,-67.4085,Puerto Rico,22
pr16226004,309.6,3,138,85,0.1176793,18.3715,-67.6027,Puerto Rico,1
pr16229001,194.4,3,138,122,0.18864621,18.1317,-67.2792,Puerto Rico,2
ak13846732,0,3,138,44.2,0,51.4568,-175.7514,Alaska,10
nn00556452,39.27,3,138,6.1,0.376,37.9938,-118.0806,California,14
pr16235002,147.6,3,138,14,0.27578279,18.0431,-65.3695,Puerto Rico,1
ak13875709,0,3,138,50,0,59.8081,-152.5377,Alaska,16
ak13876822,0,3,138,7.2,0,51.6226,-166.5061,Alaska,4
ak13877833,0,3,138,5,0,67.2062,-143.1061,Alaska,11
nc72672655,41,2.99,141,16.32,0.1495,39.3288333,-122.7948333,California,23
nc72670030,32,2.96,136,-0.09,0.01099,38.7776667,-122.7548333,California,0
nc72681916,76,2.96,136,1.32,0.009369,37.6241667,-118.8913333,California,3
nc72683736,86,2.96,135,2.23,0.008733,37.6273333,-118.892,California,5
nc72676921,103,2.95,135,5,0.04892,37.4841667,-118.783,California,21
mb80163444,88,2.94,135,-2,0.197,46.0183333,-112.4775,Montana,15
nc72669140,50,2.94,217,10.44,0.03362,38.153,-122.2905,California,20
hv61368956,76,2.94,133,3.042,0.02365,19.4308333,-155.6145,Hawaii,1
ak13808979,28.7999977,2.9,129,95.5,0.2542232,60.2799,-152.3027,Alaska,15
ak13814034,259.1999793,2.9,129,32.4,2.060735,50.6235,175.9801,Alaska,6
us10006bsh,203,2.9,129,22.18,1.017,52.8506,-166.8466,Alaska,18
pr16212000,201.6,2.9,129,4,0.29824067,18.6756,-67.5542,Puerto Rico,21
us10006cte,194,2.9,129,30.71,0.608,53.3349,-165.952,Alaska,0
pr16212007,248.4,2.9,129,45,0.56324368,18.8239,-65.5254,Puerto Rico,9
ak13821181,53.99999568,2.9,129,131.2,0,59.852,-153.2777,Alaska,15
us10006c7j,0,2.9,129,63.3,0,52.4189,-170.46,Alaska,19
us100069bt,230,2.9,129,40.3,0,52.818,-166.8352,Alaska,23
us100069ci,208,2.9,129,43.91,1.377,51.9982,-171.8854,Alaska,19
ak13825091,194.3999844,2.9,129,20.2,0,54.2235,-162.3729,Alaska,22
pr16216010,331.2,2.9,129,48,0.56144705,19.0335,-66.4217,Puerto Rico,9
ak13830710,0,2.9,129,72.7,0,58.1062,-154.7812,Alaska,19
pr16218009,126,2.9,129,8,0.14912034,18.1455,-66.3168,Puerto Rico,15
us10006c76,30,2.9,129,6.59,0,36.2146,-97.5737,Oklahoma,18
ak13832766,0,2.9,129,111.9,0,59.6248,-153.4251,Alaska,0
us10006bu4,152,2.9,129,6.655,0,36.1361,-98.7958,Oklahoma,7
nn00554926,43.18,2.9,129,10.8,0.171,38.2591,-118.7216,Nevada,11
ak13835346,25.19999798,2.9,129,6.2,0,65.4149,-144.6867,Alaska,17
us10006cky,240,2.9,130,5,0.175,36.4978,-99.163,Oklahoma,7
us10006dwm,25,2.9,130,2.09,0.226,36.747,-97.6097,Oklahoma,8
ak13846970,0,2.9,129,50,0,57.645,-154.7716,Alaska,19
ak13847108,0,2.9,129,100,0,59.8484,-153.0934,Alaska,3
us10006ehv,40,2.9,129,6.208,0,36.2723,-97.5663,Oklahoma,14
pr16230005,169.2,2.9,129,1,0.29644404,17.919,-65.642,Puerto Rico,17
pr16231009,302.4,2.9,129,7,0.53898917,18.9235,-67.4197,Puerto Rico,5
ak13852370,0,2.9,129,100,0,59.6167,-153.4225,Alaska,6
pr16234000,248.4,2.9,129,15,0.52102286,18.9864,-67.026,Puerto Rico,21
us10006fq3,41,2.9,130,7.85,0.057,37.0838,-98.0433,Kansas,4
pr16236000,165.6,2.9,129,2,0.30991877,17.9239,-65.6153,Puerto Rico,21
ak13876352,0,2.9,129,50,0,60.0374,-152.2006,Alaska,23
us10006g9n,100,2.9,130,2.53,0.683,38.1524,-104.8066,Colorado,3
ci37447279,15,2.88,369,3.38,0.0724,33.8975,-117.8411667,California,3
nc72677166,116,2.86,126,5.84,0.1107,37.4865,-118.7791667,California,8
nc72669681,77,2.85,126,2.7,0.1408,37.4128333,-119.009,California,22
uw61184772,201,2.83,123,19.03,0.8712,44.854,-117.8953333,Oregon,13
pr16210000,288,2.8,121,43,0.63331228,18.9834,-66.7925,Puerto Rico,21
ak13816003,17.99999856,2.8,121,128.3,0.4284964,63.1233,-150.9305,Alaska,20
us1000689i,72,2.8,121,8.12,0,36.4441,-96.8855,Oklahoma,22
pr16211010,237.6,2.8,121,14,0.59827798,18.909,-65.2468,Puerto Rico,17
us10006ctg,195,2.8,121,42.48,0.412,51.8957,-174.3648,Alaska,23
us100068q1,43,2.8,121,2.92,0.134,36.2471,-97.6088,Oklahoma,3
ak13839993,208.7999833,2.8,121,181.3,0,53.2828,-169.1466,Alaska,13
ak13820346,89.9999928,2.8,121,77,0,59.469,-152.7015,Alaska,6
ak13821053,133.1999893,2.8,121,46.2,0,55.6903,-158.4671,Alaska,14
ak13821946,136.7999891,2.8,121,57.3,0,56.0377,-155.9464,Alaska,23
pr16214001,273.6,2.8,121,20,0.13474729,18.52,-67.4789,Puerto Rico,7
pr16214002,205.2,2.8,121,21,0.13025572,18.5988,-66.772,Puerto Rico,9
nc72668950,61,2.8,121,5.62,0.008365,35.7458333,-121.1395,California,13
us10006cyg,226,2.8,121,25.6,0,51.0021,-177.116,Alaska,20
ak13826918,46.79999626,2.8,121,104.3,0,60.0561,-152.9186,Alaska,8
us10006d09,215,2.8,121,39.4,0,53.5516,-163.9197,Alaska,19
pr16216007,255.6,2.8,121,30,0.63241396,19.0893,-66.3498,Puerto Rico,9
nn00554425,88.76,2.8,121,10.2,0.387,39.2894,-115.2106,Nevada,19
nc72670090,147,2.8,123,5.89,0.08896,40.1531667,-120.1905,California,1
us10006a8y,50,2.8,122,8.27,0.114,36.7577,-98.0795,Oklahoma,2
pr16218007,316.8,2.8,121,30,1.32052347,19.6345,-65.3454,Puerto Rico,11
us10006bmu,16,2.8,121,2.77,0.209,36.2813,-97.5136,Oklahoma,16
us10006bqy,30,2.8,121,5.854,0,36.2154,-97.5726,Oklahoma,18
ak13833674,172.7999862,2.8,121,94.8,0,53.5998,-168.7443,Alaska,14
ak13834549,0,2.8,121,30.6,0,58.7101,-151.4016,Alaska,9
pr16221008,248.4,2.8,121,21,0.66475331,19.1334,-66.397,Puerto Rico,5
pr16221009,205.2,2.8,121,9,0.36830927,18.7544,-67.4671,Puerto Rico,5
pr16221020,205.2,2.8,121,10,0.33417329,18.7201,-67.4704,Puerto Rico,7
us10006cl4,46,2.8,121,5,0.134,36.7052,-98.0959,Oklahoma,8
ak13841671,0,2.8,121,16.8,0,55.3817,-158.4217,Alaska,17
pr16226000,205.2,2.8,121,39,0.41771661,18.6875,-65.7969,Puerto Rico,20
ak13841920,0,2.8,121,12.9,0,55.4921,-158.496,Alaska,7
ak13842591,0,2.8,121,137.4,0,51.8853,178.3211,Alaska,1
ak13844493,0,2.8,121,100,0,61.7665,-151.4605,Alaska,0
pr16228004,205.2,2.8,121,79,0.35213959,18.7224,-67.5899,Puerto Rico,2
us10006eit,59,2.8,121,5.736,0,35.6709,-97.0902,Oklahoma,15
ak13852596,0,2.8,121,15,0,61.3181,-146.8283,Alaska,6
us10006fau,64,2.8,121,5,0.164,35.4392,-97.8302,Oklahoma,18
ak13860002,0,2.8,121,100,0,62.5391,-151.548,Alaska,17
us10006fkc,28,2.8,125,4.31,0.07,37.0396,-97.8554,Kansas,6
ak13866685,0,2.8,121,15,0,61.9364,-143.4948,Alaska,23
ak13873720,0,2.8,121,100,0,61.8113,-152.0498,Alaska,11
uu60159237,122,2.8,121,10.07,0.0537,37.0523333,-112.8721667,Utah,16
ak13877155,0,2.8,121,5,0,67.1998,-142.9781,Alaska,7
ak13878381,0,2.8,121,5,0,67.1566,-143.1224,Alaska,17
ak13878664,0,2.8,121,5,0,68.5037,-147.0407,Alaska,9
ak13878670,0,2.8,121,1,0,68.4871,-147.1585,Alaska,9
ci37439567,36,2.78,119,1.61,0.00822,36.032,-117.771,California,0
nm60128092,27,2.78,134,4.37,0.01298,36.7956667,-89.4768333,Missouri,5
nc72676676,105,2.78,119,4.95,0.1149,37.4801667,-118.786,California,13
uw61180827,208,2.77,118,0.45,0.2506,46.5395,-121.6138333,Washington,10
nm60152966,116,2.76,137,2.25,0.4965,35.4215,-93.0776667,Arkansas,20
hv61360201,77,2.76,117,2.992,0.02629,19.4286667,-155.6161667,Hawaii,7
ci37642072,141,2.75,116,5.87,0.3834,33.001,-117.7703333,California,18
ci37441431,15,2.74,123,14.98,0.05222,33.647,-116.7306667,California,18
hv61386941,61,2.74,116,6.533,0.03378,19.3483333,-155.2166667,Hawaii,11
nc72676756,104,2.73,115,4.88,0.0507,37.4833333,-118.7851667,California,15
nc72676681,104,2.72,114,5.36,0.1131,37.4826667,-118.7835,California,13
nc72677136,71,2.71,114,3.29,0.05565,40.0275,-120.8158333,California,6
us20006i5j,36,2.7,112,5.411,0,35.8519,-97.2366,Oklahoma,13
pr16209004,255.6,2.7,112,74,0.67463478,18.9866,-65.2505,Puerto Rico,15
us1000681q,58,2.7,112,5.429,0,36.6889,-98.2606,Oklahoma,9
pr16211001,262.8,2.7,112,68,0.2470367,18.141,-67.532,Puerto Rico,20
pr16211011,277.2,2.7,112,37,1.19745427,19.5128,-65.3137,Puerto Rico,18
ak13818907,0,2.7,112,40.9,0,53.9754,-163.3774,Alaska,1
us10006ctf,208,2.7,112,18.65,0.743,54.2313,-160.34,Alaska,7
us10006c6s,251,2.7,112,36.67,1.144,52.625,-166.5368,Alaska,7
pr16212005,270,2.7,112,15,0.38088568,18.7994,-67.3115,Puerto Rico,8
ak13819350,0,2.7,112,131.2,0,53.303,-167.3817,Alaska,14
ak13820788,107.9999914,2.7,112,70.6,0,58.9164,-152.3078,Alaska,12
pr16214000,183.6,2.7,112,18,0.16618833,18.5515,-67.4688,Puerto Rico,6
ak13822990,255.5999796,2.7,112,10,1.086961,52.4685,-167.0386,Alaska,6
ak13826652,25.19999798,2.7,112,108.9,0,60.2244,-152.7611,Alaska,7
ak13841711,0,2.7,112,61.4,0,51.9256,-172.6177,Alaska,0
ak13829801,0,2.7,112,51.1,0,59.1505,-150.9599,Alaska,6
nn00554484,67.36,2.7,115,10.9,0.337,38.6666,-119.3817,Nevada,8
ak13830962,255.5999796,2.7,112,5,0.4383779,56.6778,-157.3849,Alaska,22
us10006a8w,48,2.7,112,3,0.117,36.7528,-98.0782,Oklahoma,2
us10006fwx,0,2.7,112,6.4,0,51.807,-177.025,Alaska,17
nn00554856,44,2.7,112,9.1,0.194,38.2643,-118.7529,Nevada,18
us10006bxn,58,2.7,112,1.61,0.577,36.9248,-105.0812,Colorado,5
pr16220004,248.4,2.7,112,32,0.65577016,19.1189,-66.3655,Puerto Rico,6
us10006bzr,44,2.7,116,6.278,0,35.5924,-97.3913,Oklahoma,19
pr16221011,212.4,2.7,112,7,0.39076715,18.7768,-67.4521,Puerto Rico,4
pr16221013,248.4,2.7,112,29,0.64229543,19.11,-66.3965,Puerto Rico,5
pr16221017,349.2,2.7,112,39,0.74919495,18.7299,-66.0736,Puerto Rico,5
pr16221014,226.8,2.7,112,8,0.39256378,18.778,-67.459,Puerto Rico,6
us10006c1p,0,2.7,112,1,0,58.902,-136.4099,Alaska,8
us10006c9i,103,2.7,112,5.01,0.063,37.0547,-97.5375,Kansas,3
us10006ckk,116,2.7,114,5,0.529,37.6196,-97.1033,Kansas,6
ak13839419,287.999977,2.7,112,41.4,0.9513159,59.0729,-145.252,Alaska,7
pr16224002,223.2,2.7,112,67,0.16169675,18.6208,-67.0544,Puerto Rico,1
pr16225002,309.6,2.7,112,33,0.57851504,18.943,-67.6501,Puerto Rico,1
pr16225013,316.8,2.7,112,8,0.35483454,18.2586,-67.8305,Puerto Rico,19
pr16225014,288,2.7,112,46,1.15523346,19.5415,-67.5927,Puerto Rico,19
ak13841831,0,2.7,112,108,0,59.6982,-153.1597,Alaska,1
ak13841962,0,2.7,112,12.9,0,51.0928,-179.659,Alaska,10
us10006dp4,48,2.7,112,5,0.143,36.6296,-98.0707,Oklahoma,23
us10006drc,39,2.7,112,7.58,0.132,36.2427,-97.7874,Oklahoma,9
pr16228003,255.6,2.7,112,43,0.464429,18.8654,-66.8553,Puerto Rico,2
us10006e58,75,2.7,112,5.71,0.248,36.5088,-97.2197,Oklahoma,12
pr16231002,270,2.7,112,29,1.15253851,19.5396,-67.5757,Puerto Rico,22
pr16231006,324,2.7,112,5,0.41771661,18.6676,-67.5,Puerto Rico,23
us10006es7,43,2.7,112,3.9,0.238,36.3708,-97.7138,Oklahoma,13
us10006evm,30,2.7,112,5,0.131,36.2635,-97.6848,Oklahoma,19
ak13853957,0,2.7,112,50,0,59.0357,-152.4349,Alaska,13
ak13858364,0,2.7,112,2,0,56.6207,-148.4718,Alaska,10
us10006fj0,64,2.7,112,5,0.156,36.1793,-97.5112,Oklahoma,0
pr16236001,183.6,2.7,112,114,0.19942599,18.388,-66.0282,Puerto Rico,0
hv61357256,97,2.68,110,2.862,0.02547,19.4276667,-155.6116667,Hawaii,11
nc72668991,55,2.68,145,9.44,0.01039,38.0786667,-122.1698333,California,8
ci37644008,47,2.67,111,7.04,0.1262,34.9318333,-119.017,California,21
nc72672520,304,2.67,110,4.53,0.5803,40.391,-125.0896667,California,14
nc72678786,242,2.67,110,19.91,0.1662,40.2963333,-124.499,California,8
nc72683796,84,2.67,112,-0.64,0.01161,37.6356667,-118.8871667,California,7
hv61357261,107,2.66,109,2.622,0.02181,19.4241667,-155.6226667,Hawaii,11
nc72672485,83,2.66,109,4.45,0.08093,36.2966667,-120.7921667,California,12
nc72672835,45,2.65,109,0.42,0.003948,38.8238333,-122.84,California,3
ci37449223,143,2.63,120,15.84,0.09125,32.6006667,-117.0703333,California,0
ci37640960,23,2.62,107,4.17,0.1253,34.1613333,-116.8086667,California,13
mb80165864,59,2.62,106,1.27,0.213,45.7133333,-112.125,Montana,18
ci37666024,33,2.62,106,2.46,0.1411,33.2678333,-116.1113333,California,7
ci37644504,31,2.61,105,3.28,0.0354,32.953,-115.7588333,California,12
ak13805719,158.3999873,2.6,104,12.3,0.1293574,54.9592,-159.6299,Alaska,4
us20006i3b,36,2.6,104,4.586,0,35.8525,-97.2357,Oklahoma,11
ak13832367,223.1999821,2.6,104,34.5,0.8516029,52.0942,-170.6218,Alaska,6
pr16210007,288,2.6,104,25,1.29447232,19.6149,-65.2881,Puerto Rico,7
ak13817027,158.3999873,2.6,104,84.8,0.2425451,53.0032,-169.541,Alaska,5
ak13817044,25.19999798,2.6,104,10.5,0.3126137,63.0314,-151.5678,Alaska,6
ak13817075,219.5999824,2.6,104,2.9,1.172301,51.864,-171.0013,Alaska,7
ak13818967,0,2.6,104,113.7,0,58.7883,-154.57,Alaska,4
pr16212008,68.4,2.6,104,17,0.14912034,18.1809,-66.8564,Puerto Rico,17
us10006crw,223,2.6,104,51.8,0.701,53.4756,-165.1874,Alaska,20
